ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,2011,327.907,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: Local currency,2011,1639.016,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,2011,566.932,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,2011,236.273,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: Local currency,2009,1698.401,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,2009,631.102,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: U.S. dollars,2009,241.938,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: Local currency,2009,1914.411,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: 2021 PPP $,2009,711.368,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,2009,272.708,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: Local currency,2009,1323.405,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,2009,491.759,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,2009,188.519,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: Local currency,2008,1604.776,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,2008,618.466,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: U.S. dollars,2008,221.706,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: Local currency,2008,1778.625,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: 2021 PPP $,2008,685.466,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,2008,245.724,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: Local currency,2008,1313.458,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,2008,506.195,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,2008,181.459,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: Local currency,2007,1419.041,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,2007,600.436,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: U.S. dollars,2007,180.741,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: Local currency,2007,1560.673,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: 2021 PPP $,2007,660.364,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,2007,198.78,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: Local currency,2007,1170.352,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,2007,495.209,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,2007,149.066,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: Local currency,2006,1317.702,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,2006,589.285,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: U.S. dollars,2006,164.474,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: Local currency,2006,1477.325,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: 2021 PPP $,2006,660.669,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,2006,184.398,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: Local currency,2006,1054.99,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,2006,471.798,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,2006,131.683,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: Local currency,2005,1195.09,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,2005,539.922,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: U.S. dollars,2005,148.163,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: Local currency,2005,1310.731,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: 2021 PPP $,2005,592.166,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,2005,162.5,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: Local currency,2005,977.023,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,2005,441.403,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,2005,121.128,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: Local currency,2004,1119.879,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,2004,515.732,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: U.S. dollars,2004,141.109,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Male,Currency: Local currency,2004,1205.736,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Male,Currency: 2021 PPP $,2004,555.271,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,2004,151.927,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Female,Currency: Local currency,2004,951.131,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,2004,438.019,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,2004,119.846,Break in series,,Currency: BOL - Bolivian (BOB) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Total,Currency: Local currency,2002,1233.071,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,2002,583.621,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Total,Currency: U.S. dollars,2002,171.976,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Male,Currency: Local currency,2002,1362.105,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Male,Currency: 2021 PPP $,2002,644.694,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,2002,189.973,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Female,Currency: Local currency,2002,989.058,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,2002,468.128,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,2002,137.944,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Total,Currency: Local currency,2001,1179.624,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,2001,554.709,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Total,Currency: U.S. dollars,2001,178.544,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Male,Currency: Local currency,2001,1281.981,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Male,Currency: 2021 PPP $,2001,602.842,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,2001,194.036,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Female,Currency: Local currency,2001,999.803,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,2001,470.15,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,2001,151.327,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Total,Currency: Local currency,2000,1318.561,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,2000,612.587,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Total,Currency: U.S. dollars,2000,213.237,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Male,Currency: Local currency,2000,1470.712,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Male,Currency: 2021 PPP $,2000,683.274,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,2000,237.843,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Female,Currency: Local currency,2000,1049.557,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,2000,487.611,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HS - Survey of Improvement of Living Conditions,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,2000,169.734,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: Local currency,1999,1795.629,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,1999,844.164,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Total,Currency: U.S. dollars,1999,308.93,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: Local currency,1999,1905.745,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: 2021 PPP $,1999,895.932,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,1999,327.875,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: Local currency,1999,1587.738,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,1999,746.43,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Household Survey,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,1999,273.164,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: Local currency,1995,753.984,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,1995,419.887,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: U.S. dollars,1995,157.069,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Male,Currency: Local currency,1995,843.316,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Male,Currency: 2021 PPP $,1995,469.635,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,1995,175.678,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Female,Currency: Local currency,1995,587.583,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,1995,327.22,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,1995,122.404,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: Local currency,1994,682.485,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,1994,407.383,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: U.S. dollars,1994,147.708,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Male,Currency: Local currency,1994,789.505,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Male,Currency: 2021 PPP $,1994,471.264,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,1994,170.869,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Female,Currency: Local currency,1994,481.595,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,1994,287.469,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,1994,104.23,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: Local currency,1993,597.073,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,1993,374.692,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: U.S. dollars,1993,139.991,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Male,Currency: Local currency,1993,676.007,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Male,Currency: 2021 PPP $,1993,424.228,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Male,Currency: U.S. dollars,1993,158.498,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Female,Currency: Local currency,1993,459.922,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Female,Currency: 2021 PPP $,1993,288.624,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Female,Currency: U.S. dollars,1993,107.834,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: Local currency,1991,434.565,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
Bolivia (Plurinational State of),HIES - Continuous Household Survey,Average monthly earnings of employees by sex,Total,Currency: 2021 PPP $,1991,312.683,,,Currency: BOL - Bolivian (BOB),Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main city or metropolitan area
